timestamp,ticker,side,expiry,strike,entry_mid,delta,iv,open_interest,volume,spread_pct,dte,status,best_seen,touched_at
2025-10-02 18:27:59,MU,CALL,2025-10-10,182.5,6.050000000000001,0.6549072733175354,0.4931691308593751,1260,1128,0.0330578512396694,8,OPEN,6.050000000000001,
2025-10-02 18:27:59,MU,CALL,2025-10-10,185.0,4.975,0.6412758661027071,0.5012256909179689,1145,2850,0.0301507537688441,8,OPEN,4.975,
2025-10-02 18:27:59,SMCI,CALL,2025-10-10,53.0,1.65,0.6406530866898966,0.5708050732421875,10167,2815,0.0242424242424242,8,OPEN,1.65,
2025-10-02 18:27:59,SMCI,CALL,2025-10-10,52.0,2.095,0.6596973680731062,0.5590864404296876,18423,2976,0.0143198090692123,8,OPEN,2.095,
2025-10-02 18:43:07,SPY,CALL,2025-10-09,670.0,3.725,0.649342848373543,0.0997404479980468,1385,2558,0.0026845637583892,7,OPEN,3.725,
2025-10-02 18:43:07,SPY,CALL,2025-10-09,669.0,4.33,0.6508363665102989,0.1025480371093749,399,2019,0.0046189376443417,7,OPEN,4.33,
2025-10-02 18:43:07,QQQ,CALL,2025-10-09,607.0,4.050000000000001,0.6479198834715577,0.1304408245849609,204,943,0.0098765432098765,7,OPEN,4.050000000000001,
2025-10-02 18:43:07,QQQ,CALL,2025-10-09,603.0,6.355,0.6545233768259462,0.1372156591796875,263,365,0.0110149488591659,7,OPEN,6.355,
2025-10-02 18:43:07,AAPL,CALL,2025-10-10,257.5,3.45,0.6517831891390733,0.2021564160156249,6273,9758,0.0289855072463768,8,OPEN,3.45,
2025-10-02 18:43:07,AAPL,CALL,2025-10-10,260.0,2.255,0.6420917637909089,0.1964191687011718,16806,32075,0.0133037694013302,8,OPEN,2.255,
2025-10-02 18:43:07,MSFT,CALL,2025-10-10,517.5,6.35,0.6491645067154632,0.2041095214843749,1076,2363,0.015748031496063,8,OPEN,6.35,
